TRAIL_NO,TRAIL_NAME,TRAIL_TYPE,TRAIL_CN,BMP,EMP,SEGMENT_LENGTH,ADMIN_ORG,MANAGING_ORG,SECURITY_ID,ATTRIBUTESUBSET,NATIONAL_TRAIL_DESIGNATION,TRAIL_CLASS,TERRA_BASE_SYMBOLOGY,ACCESSIBILITY_STATUS,TRAIL_SURFACE,SURFACE_FIRMNESS,TYPICAL_TRAIL_GRADE,TYPICAL_TREAD_WIDTH,MINIMUM_TRAIL_WIDTH,TYPICAL_TREAD_CROSS_SLOPE,SPECIAL_MGMT_AREA,MVUM_SYMBOL,ALLOWED_TERRA_USE,ALLOWED_SNOW_USE,HIKER_PEDESTRIAN_MANAGED,HIKER_PEDESTRIAN_ACCPT_DISC,HIKER_PEDESTRIAN_RESTRICTED,PACK_SADDLE_MANAGED,PACK_SADDLE_ACCPT_DISC,PACK_SADDLE_RESTRICTED,BICYCLE_MANAGED,BICYCLE_ACCPT_DISC,BICYCLE_RESTRICTED,MOTORCYCLE_MANAGED,MOTORCYCLE_ACCPT_DISC,MOTORCYCLE_RESTRICTED,ATV_MANAGED,ATV_ACCPT_DISC,ATV_RESTRICTED,FOURWD_MANAGED,FOURWD_ACCPT_DISC,FOURWD_RESTRICTED,SNOWMOBILE_MANAGED,SNOWMOBILE_ACCPT_DISC,SNOWMOBILE_RESTRICTED,SNOWSHOE_MANAGED,SNOWSHOE_ACCPT_DISC,SNOWSHOE_RESTRICTED,XCOUNTRY_SKI_MANAGED,XCOUNTRY_SKI_ACCPT_DISC,XCOUNTRY_SKI_RESTRICTED,MOTOR_WATERCRAFT_MANAGED,MOTOR_WATERCRAFT_ACCPT_DISC,MOTOR_WATERCRAFT_RESTRICTED,NONMOTOR_WATERCRAFT_MANAGED,NONMOTOR_WATERCRAFT_ACCPT_DISC,NONMOTOR_WATERCRAFT_RESTRICTED,GIS_MILES,TERRA_MOTORIZED,SNOW_MOTORIZED,WATER_MOTORIZED,OBJECTID,SHAPE_Length
16DC408,,TERRA,322396010602,0,0.046,0.046,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.046,N/A,N/A,N/A,204,93.381795074679
17DC452,,TERRA,322402010602,0,0.061,0.061,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.059,N/A,N/A,N/A,205,124.178457026557
16DC428,,TERRA,322372010602,0,0.082,0.082,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.084,N/A,N/A,N/A,206,167.074307563163
18DC457,,TERRA,322413010602,0,0.051,0.051,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.052,N/A,N/A,N/A,207,104.106400687612
17DC447,,TERRA,322420010602,0,0.037,0.037,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.037,N/A,N/A,N/A,208,75.4059308351509
15DC100,,TERRA,322395010602,0,0.038,0.038,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.04,N/A,N/A,N/A,209,77.3395105015394
17DC462,,TERRA,322378010602,0,0.036,0.036,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.037,N/A,N/A,N/A,210,72.1984234865518
18DC443,,TERRA,322393010602,0,0.064,0.064,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.062,N/A,N/A,N/A,211,130.887852888783
17DC493,,TERRA,322380010602,0,0.052,0.052,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.049,N/A,N/A,N/A,212,105.004387474987
17DC482,,TERRA,322371010602,0,0.137,0.137,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.143,N/A,N/A,N/A,213,280.542107923396
17DC403,,TERRA,322388010602,0,0.06,0.06,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.054,N/A,N/A,N/A,214,111.43166670492
17DC449,,TERRA,322409010602,0,0.037,0.037,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.035,N/A,N/A,N/A,215,74.2869541871959
16DC409,,TERRA,322406010602,0,0.014,0.014,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.013,N/A,N/A,N/A,216,27.5791334167479
17DC429,,TERRA,322412010602,0,0.119,0.119,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.129,N/A,N/A,N/A,217,260.250138460434
17DC448,,TERRA,322411010602,0,0.035,0.035,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.035,N/A,N/A,N/A,218,70.075044017504
16DC414,,TERRA,322408010602,0,0.029,0.029,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.029,N/A,N/A,N/A,219,56.3953535406567
16DC426,,TERRA,322376010602,0,0.057,0.057,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.059,N/A,N/A,N/A,220,116.074776366443
18DC401,,TERRA,322389010602,0,0.074,0.074,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,N/A,N/A,221,104.641769521058
19DC104,,TERRA,322391010602,0,0.056,0.056,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.055,N/A,N/A,N/A,222,110.08089518224
16DC402,,TERRA,322399010602,0,0.035,0.035,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.033,N/A,N/A,N/A,223,71.4523389034876
18DC456,,TERRA,322417010602,0,0.024,0.024,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.023,N/A,N/A,N/A,224,48.964947258114
16DC413,,TERRA,322398010602,0,0.056,0.056,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.055,N/A,N/A,N/A,225,110.790645631101
19DC210,,TERRA,322385010602,0,0.05,0.05,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.047,N/A,N/A,N/A,226,101.381967323235
17DC492,,TERRA,322381010602,0,0.116,0.116,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.118,N/A,N/A,N/A,227,236.925037353247
17DC453,,TERRA,322401010602,0,0.051,0.051,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.048,N/A,N/A,N/A,228,103.285420383439
15DC101,,TERRA,322394010602,0,0.072,0.072,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.075,N/A,N/A,N/A,229,145.741103141735
20DC227,,TERRA,322383010602,0,0.073,0.073,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.073,N/A,N/A,N/A,230,148.833369768991
19DC103,,TERRA,322392010602,0,0.06,0.06,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.056,N/A,N/A,N/A,231,109.917473626627
18EV410,,TERRA,323249010602,0,0.29,0.29,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.278,N/A,N/A,N/A,232,591.206800973818
18EV400,,TERRA,323153010602,0,0.571,0.571,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.575,N/A,N/A,N/A,233,1168.26846169114
19EV155,,TERRA,323172010602,0,1.109,1.109,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.105,N/A,N/A,N/A,234,2258.93604942259
18EV407,,TERRA,323239010602,0,0.495,0.495,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.479,N/A,N/A,N/A,235,1007.03377426229
19EV148,,TERRA,323244010602,0,0.443,0.443,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.438,N/A,N/A,N/A,236,885.126087038352
19EV139,,TERRA,323254010602,0,0.13,0.13,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.125,N/A,N/A,N/A,237,260.195413514288
18EV415,,TERRA,323269010602,0,0.202,0.202,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.106,N/A,N/A,N/A,238,207.80840930212
17EV411,,TERRA,323175010602,0.036,0.388,0.352,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.3,N/A,N/A,N/A,239,614.865123803437
16DC412,,TERRA,322422010602,0,0.038,0.038,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.037,N/A,N/A,N/A,240,76.0549706888479
19EV144,,TERRA,323245010602,0,1.0105,1.0105,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.04,N/A,N/A,N/A,241,2066.47062519205
18EV444,,TERRA,323178010602,0,1.8606,1.8606,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.88,N/A,N/A,N/A,242,3791.38236958095
16EV405,,TERRA,323179010602,3.755,4.04,0.285,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.274,N/A,N/A,N/A,243,570.601379164774
18EV419,,TERRA,323174010602,0,0.803,0.803,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.795,N/A,N/A,N/A,244,1637.58163069113
18EV405,,TERRA,323252010602,0,0.72,0.72,051654,051654,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.731,N/A,N/A,N/A,245,1468.94898736694
18E10,PINECREST LAKE N.R.T.,TERRA,5076.004431,0,3.818,3.818,051653,051653,0516,TrailNFS_Centerline,0,N,TC4-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.77,N/A,N/A,N/A,246,7837.03727544829
19E14A,CLEAR LAKE,TERRA,5068.004431,0,1.233,1.233,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.234,N/A,N/A,N/A,247,2531.72323844835
17E51,SKULL POT. 4X4,TERRA,5012.004431,0,8,8,051652,051652,0516,TrailNFS_Centerline,0,N,TC3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,248,
18E84,TRAIL OF THE GARGOYLES INTERPE,TERRA,5871010348,0,0.6,0.6,051653,051653,0516,TrailNFS_Centerline,0,N,TC4-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.646,N/A,N/A,N/A,249,1297.32787317759
19E08,WILLOW MEADOW,TERRA,5875010348,0,0.682,0.682,051653,051653,0516,TrailNFS_Centerline,0,N,TC3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.701,N/A,N/A,N/A,250,1397.57975753301
19E32,SOUTH FORK STANISLAUS,TERRA,5878010348,0,2,2,051653,051653,0516,TrailNFS_Centerline,0,N,TC3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,251,
19E14,BELL CREEK,TERRA,5877010348,0,2,2,051653,051653,0516,TrailNFS_Centerline,0,N,TC4-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,252,
18E55,CASCADE CREEK,TERRA,5869010348,0,4.5,4.5,051653,051653,0516,TrailNFS_Centerline,0,N,TC3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,253,
